"TOA5","Alfono_1316","CR300","4056","CR300-WIFI.Std.10.07","CPU:Samoa Mesonet_universal_v00.CR300","10913","MetData"
"TIMESTAMP","RECORD","SWin_Avg","Tair_Avg","RH_Avg","VP_Avg","VPsat_Avg","VPD_Avg","WS_Avg","WSrs_Avg","WDuv_Avg","WDrs_Avg","WD_StdY","WD_StdCS","RF_Tot"
"2023-12-18 19:40:00",2086,0.1326414,"NAN","NAN","NAN","NAN","NAN",1.085,0.996,161.2,157,19.71,18.96,0
"2023-12-18 19:45:00",2087,0.1357764,"NAN","NAN","NAN","NAN","NAN",0.915,0.732,167.1,162.7,33.34,27.88,0
"2023-12-18 19:50:00",2088,0.1331302,"NAN","NAN","NAN","NAN","NAN",1.057,0.957,153.1,152.7,24.9,22.54,0
"2023-12-18 19:55:00",2089,0.1372605,"NAN","NAN","NAN","NAN","NAN",0.398,0.308,172.5,169.6,25.33,22.96,0
"2023-12-18 20:00:00",2090,0.1318607,"NAN","NAN","NAN","NAN","NAN",0.205,0.133,249,249.3,24.55,22.13,0
"2023-12-18 20:05:00",2091,0.1299296,"NAN","NAN","NAN","NAN","NAN",1.264,1.074,165.6,158.2,32.33,28.95,0
"2023-12-18 20:10:00",2092,0.1290416,"NAN","NAN","NAN","NAN","NAN",1.129,0.643,176.8,170.3,55.7,45.39,0.254
"2023-12-18 20:15:00",2093,0.1345069,"NAN","NAN","NAN","NAN","NAN",1.224,0.903,143.2,144.9,45.99,38.4,0
"2023-12-18 20:20:00",2094,0.1281356,"NAN","NAN","NAN","NAN","NAN",0.731,0.491,188.6,184.7,38.57,36.81,0
"2023-12-18 20:25:00",2095,0.1313898,"NAN","NAN","NAN","NAN","NAN",1.145,0.741,175.1,168.1,50.17,44.62,0
"2023-12-18 20:30:00",2096,0.1295243,"NAN","NAN","NAN","NAN","NAN",0.957,0.683,195.2,185.8,41.74,35.45,0
"2023-12-18 20:35:00",2097,0.1298044,"NAN","NAN","NAN","NAN","NAN",1.927,1.213,159.3,156,69.78,47.97,0.508
"2023-12-18 20:40:00",2098,0.1315865,"NAN","NAN","NAN","NAN","NAN",2.032,1.567,167.1,163.1,42.23,38.5,0.508
"2023-12-18 20:45:00",2099,0.1347036,"NAN","NAN","NAN","NAN","NAN",1.027,0.744,176.9,174.8,41.08,36.18,0
"2023-12-18 20:50:00",2100,0.1322004,"NAN","NAN","NAN","NAN","NAN",0.904,0.811,163.4,160.8,23.46,21.89,0
"2023-12-18 20:55:00",2101,0.1338573,"NAN","NAN","NAN","NAN","NAN",0.837,0.589,186.7,179.1,39.79,35.58,0
"2023-12-18 21:00:00",2102,0.1272535,"NAN","NAN","NAN","NAN","NAN",0.45,0.332,181.4,176.3,26.6,25.32,0
"2023-12-18 21:05:00",2103,0.1287674,"NAN","NAN","NAN","NAN","NAN",0.433,0.318,195.3,190.2,27.63,25.65,0
"2023-12-18 21:10:00",2104,0.1283263,"NAN","NAN","NAN","NAN","NAN",0.188,0.18,153.5,152.3,7.127,6.994,0
"2023-12-18 21:15:00",2105,0.1325759,"NAN","NAN","NAN","NAN","NAN",0.24,0.23,159.1,157.3,6.246,6.629,0
"2023-12-18 21:20:00",2106,0.1280403,"NAN","NAN","NAN","NAN","NAN",0.762,0.685,154.1,149.4,21.32,18.18,0
"2023-12-18 21:25:00",2107,0.1329752,"NAN","NAN","NAN","NAN","NAN",0.144,0.133,186.7,188.8,8.15,7.861,0
"2023-12-18 21:30:00",2108,0.1291488,"NAN","NAN","NAN","NAN","NAN",0.304,0.279,158.2,157.3,12.74,11.97,0
"2023-12-18 21:35:00",2109,0.1293038,"NAN","NAN","NAN","NAN","NAN",0.256,0.239,197.1,195.1,9.42,9.44,0
"2023-12-18 21:40:00",2110,0.1265741,"NAN","NAN","NAN","NAN","NAN",0.15,0.136,204.9,204.8,8.86,9.02,0
"2023-12-18 21:45:00",2111,0.1314196,"NAN","NAN","NAN","NAN","NAN",0.256,0.23,139.2,140.8,12.81,12.07,0
"2023-12-18 21:50:00",2112,0.130317,"NAN","NAN","NAN","NAN","NAN",0.19,0.16,190.1,193.5,14.02,13.12,0
"2023-12-18 21:55:00",2113,0.1319381,"NAN","NAN","NAN","NAN","NAN",0.322,0.308,154.2,154.5,9.33,9.56,0
"2023-12-18 22:00:00",2114,0.1283859,"NAN","NAN","NAN","NAN","NAN",0.146,0.132,162.2,162.2,10.01,9.81,0
"2023-12-18 22:05:00",2115,0.1282369,"NAN","NAN","NAN","NAN","NAN",0.041,0.041,158.8,158.8,0.086,0.086,0
"2023-12-18 22:10:00",2116,0.1285469,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-18 22:15:00",2117,0.1307163,"NAN","NAN","NAN","NAN","NAN",0.175,0.171,171.8,171.5,4.431,4.578,0
"2023-12-18 22:20:00",2118,0.1284694,"NAN","NAN","NAN","NAN","NAN",0.087,0.054,243.6,246.7,16.55,14.62,0
"2023-12-18 22:25:00",2119,0.1352162,"NAN","NAN","NAN","NAN","NAN",0.49,0.423,156.4,152,19.58,18.33,0
"2023-12-18 22:30:00",2120,0.1291011,"NAN","NAN","NAN","NAN","NAN",0.204,0.069,227.8,242.6,35.72,28.94,0
"2023-12-18 22:35:00",2121,0.1286124,"NAN","NAN","NAN","NAN","NAN",0.38,0.378,142.2,142,3.47,3.644,0
"2023-12-18 22:40:00",2122,0.1282191,"NAN","NAN","NAN","NAN","NAN",0.165,0.137,196.1,199,13.71,13.15,0
"2023-12-18 22:45:00",2123,0.1318189,"NAN","NAN","NAN","NAN","NAN",0.156,0.153,144.6,144.9,4.644,4.556,0
"2023-12-18 22:50:00",2124,0.1301263,"NAN","NAN","NAN","NAN","NAN",0.054,0.054,263.5,263.5,0.12,0.12,0
"2023-12-18 22:55:00",2125,0.1332196,"NAN","NAN","NAN","NAN","NAN",0.795,0.641,147.6,146.3,30.06,27.39,0
"2023-12-18 23:00:00",2126,0.1299415,"NAN","NAN","NAN","NAN","NAN",0.36,0.283,158.9,161.4,23.03,21.04,0
"2023-12-18 23:05:00",2127,0.1335176,"NAN","NAN","NAN","NAN","NAN",1.611,1.217,159.6,156.5,47,38.14,0
"2023-12-18 23:10:00",2128,0.1312945,"NAN","NAN","NAN","NAN","NAN",0.791,0.732,154.6,154,19.65,18.31,0
"2023-12-18 23:15:00",2129,0.1339169,"NAN","NAN","NAN","NAN","NAN",0.387,0.286,177.8,174.4,27.38,25.34,0
"2023-12-18 23:20:00",2130,0.1307819,"NAN","NAN","NAN","NAN","NAN",0.624,0.447,172.7,160.9,32.03,29.12,0
"2023-12-18 23:25:00",2131,0.1337977,"NAN","NAN","NAN","NAN","NAN",0.197,0.112,289.7,291.6,27.33,23.56,0
"2023-12-18 23:30:00",2132,0.1302276,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-18 23:35:00",2133,0.1331719,"NAN","NAN","NAN","NAN","NAN",0.785,0.679,145.4,144.5,26.71,18.31,0
"2023-12-18 23:40:00",2134,0.1309905,"NAN","NAN","NAN","NAN","NAN",0.457,0.402,154.4,155.4,18.85,16.4,0
"2023-12-18 23:45:00",2135,0.1347394,"NAN","NAN","NAN","NAN","NAN",0.584,0.4,181.5,180,31.85,30.67,0
"2023-12-18 23:50:00",2136,0.1289939,"NAN","NAN","NAN","NAN","NAN",0.928,0.727,167.5,155.6,35.54,27.38,0
"2023-12-18 23:55:00",2137,0.1347871,"NAN","NAN","NAN","NAN","NAN",0.637,0.379,158.2,158.7,43.41,34.63,0
"2023-12-19 00:00:00",2138,0.1297389,"NAN","NAN","NAN","NAN","NAN",0.561,0.487,157.9,153.5,21.95,19.13,0
"2023-12-19 00:05:00",2139,0.1349659,"NAN","NAN","NAN","NAN","NAN",0.842,0.774,141.6,142.2,19.85,17.82,0
"2023-12-19 00:10:00",2140,0.1292144,"NAN","NAN","NAN","NAN","NAN",0.086,0.08,123.7,123.7,5.863,5.799,0
"2023-12-19 00:15:00",2141,0.1343639,"NAN","NAN","NAN","NAN","NAN",0.445,0.407,150.9,149.8,16.18,14.51,0
"2023-12-19 00:20:00",2142,0.1299952,"NAN","NAN","NAN","NAN","NAN",0.824,0.632,178.7,173.7,36.69,30.48,0
"2023-12-19 00:25:00",2143,0.1338096,"NAN","NAN","NAN","NAN","NAN",1.424,1.139,163.2,160.4,39.79,33.8,0
"2023-12-19 00:30:00",2144,0.1300726,"NAN","NAN","NAN","NAN","NAN",0.622,0.59,164.4,164.1,13.56,13.48,0
"2023-12-19 00:35:00",2145,0.1313004,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 00:40:00",2146,0.1278376,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 00:45:00",2147,0.1318964,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 00:50:00",2148,0.129876,"NAN","NAN","NAN","NAN","NAN",0.669,0.448,157.2,156.6,38.33,34.4,0
"2023-12-19 00:55:00",2149,0.133601,"NAN","NAN","NAN","NAN","NAN",0.7,0.648,155.7,155.8,17.23,16.64,0
"2023-12-19 01:00:00",2150,0.1309607,"NAN","NAN","NAN","NAN","NAN",0.56,0.551,141.6,142,7.151,7.138,0
"2023-12-19 01:05:00",2151,0.1337262,"NAN","NAN","NAN","NAN","NAN",0.759,0.574,154.3,149.5,34.45,29.81,0
"2023-12-19 01:10:00",2152,0.1318845,"NAN","NAN","NAN","NAN","NAN",0.906,0.813,175.8,172.1,23.47,22.41,0
"2023-12-19 01:15:00",2153,0.1350493,"NAN","NAN","NAN","NAN","NAN",0.698,0.57,159.2,158.1,28.06,26.47,0
"2023-12-19 01:20:00",2154,0.1308475,"NAN","NAN","NAN","NAN","NAN",0.72,0.701,158.8,157.1,10.35,9.97,0
"2023-12-19 01:25:00",2155,0.1346977,"NAN","NAN","NAN","NAN","NAN",0.231,0.203,162.2,163.2,13.27,13.49,0
"2023-12-19 01:30:00",2156,0.1310441,"NAN","NAN","NAN","NAN","NAN",1.085,1.051,153.6,152.9,13.38,13.41,0
"2023-12-19 01:35:00",2157,0.1361698,"NAN","NAN","NAN","NAN","NAN",0.345,0.315,158.7,156,13.94,12.43,0
"2023-12-19 01:40:00",2158,0.1335235,"NAN","NAN","NAN","NAN","NAN",0.051,0.051,162.6,162.6,0.006,0.005,0
"2023-12-19 01:45:00",2159,0.1354665,"NAN","NAN","NAN","NAN","NAN",0.654,0.615,145.3,144.6,14.35,13.63,0
"2023-12-19 01:50:00",2160,0.133899,"NAN","NAN","NAN","NAN","NAN",1.762,1.65,150.7,150.3,22.37,19.86,0
"2023-12-19 01:55:00",2161,0.1359314,"NAN","NAN","NAN","NAN","NAN",0.773,0.712,163.9,163,18,16.21,0
"2023-12-19 02:00:00",2162,0.1318607,"NAN","NAN","NAN","NAN","NAN",0.77,0.688,160.6,157.1,21.16,19.4,0
"2023-12-19 02:05:00",2163,0.134948,"NAN","NAN","NAN","NAN","NAN",0.992,0.86,146.5,146.5,26.09,24.68,0
"2023-12-19 02:10:00",2164,0.1323017,"NAN","NAN","NAN","NAN","NAN",0.554,0.534,157.4,155.3,10.19,10.96,0
"2023-12-19 02:15:00",2165,0.1354367,"NAN","NAN","NAN","NAN","NAN",0.29,0.275,188.9,188.3,9.14,9.58,0
"2023-12-19 02:20:00",2166,0.1319739,"NAN","NAN","NAN","NAN","NAN",0.924,0.889,161.6,160.7,14.75,14.07,0
"2023-12-19 02:25:00",2167,0.1358599,"NAN","NAN","NAN","NAN","NAN",0.472,0.343,195,199.3,29.83,28.47,0
"2023-12-19 02:30:00",2168,0.1324388,"NAN","NAN","NAN","NAN","NAN",0.912,0.696,170.6,162.8,35.77,33.51,0
"2023-12-19 02:35:00",2169,0.1356155,"NAN","NAN","NAN","NAN","NAN",0.922,0.799,159.9,155.8,27.43,24.41,0
"2023-12-19 02:40:00",2170,0.1328202,"NAN","NAN","NAN","NAN","NAN",0.58,0.526,186.1,186,19.53,18.91,0
"2023-12-19 02:45:00",2171,0.1364857,"NAN","NAN","NAN","NAN","NAN",0.547,0.508,156.4,155.9,14.92,14.61,0
"2023-12-19 02:50:00",2172,0.1316699,"NAN","NAN","NAN","NAN","NAN",0.483,0.379,178.2,177.9,27.02,25.57,0
"2023-12-19 02:55:00",2173,0.1369625,"NAN","NAN","NAN","NAN","NAN",0.32,0.31,138,138.5,8.18,7.738,0
"2023-12-19 03:00:00",2174,0.1306687,"NAN","NAN","NAN","NAN","NAN",0.028,0.028,202.7,202.5,0.651,0.629,0
"2023-12-19 03:05:00",2175,0.1348169,"NAN","NAN","NAN","NAN","NAN",0.365,0.324,163.8,164,16.76,16.48,0
"2023-12-19 03:10:00",2176,0.1319977,"NAN","NAN","NAN","NAN","NAN",0.508,0.433,164.7,164.6,23.24,22.1,0
"2023-12-19 03:15:00",2177,0.1376598,"NAN","NAN","NAN","NAN","NAN",0.454,0.429,164.8,162,11.36,11.77,0
"2023-12-19 03:20:00",2178,0.1320276,"NAN","NAN","NAN","NAN","NAN",0.101,0.091,171,171,8.7,8.51,0
"2023-12-19 03:25:00",2179,0.1370698,"NAN","NAN","NAN","NAN","NAN",0.01,0.01,144,144,0,0,0
"2023-12-19 03:30:00",2180,0.1332434,"NAN","NAN","NAN","NAN","NAN",0.319,0.319,144.3,144.3,0.111,0.104,0
"2023-12-19 03:35:00",2181,0.1361877,"NAN","NAN","NAN","NAN","NAN",0.18,0.174,153.8,153.6,6.078,5.905,0
"2023-12-19 03:40:00",2182,0.1306329,"NAN","NAN","NAN","NAN","NAN",0.013,0.013,150.8,150.8,0.008,0.008,0
"2023-12-19 03:45:00",2183,0.1341493,"NAN","NAN","NAN","NAN","NAN",0.067,0.066,150.7,150.7,0.005,0.007,0
"2023-12-19 03:50:00",2184,0.1330527,"NAN","NAN","NAN","NAN","NAN",0.06,0.06,141.3,141.3,0.304,0.304,0
"2023-12-19 03:55:00",2185,0.1360864,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 04:00:00",2186,0.1332196,"NAN","NAN","NAN","NAN","NAN",0.139,0.135,150.1,150.1,5.569,5.539,0
"2023-12-19 04:05:00",2187,0.1353711,"NAN","NAN","NAN","NAN","NAN",0.219,0.218,152.3,152.3,2.579,2.444,0
"2023-12-19 04:10:00",2188,0.1306508,"NAN","NAN","NAN","NAN","NAN",0.294,0.293,158.9,159.3,3.017,3.126,0
"2023-12-19 04:15:00",2189,0.1342209,"NAN","NAN","NAN","NAN","NAN",0.905,0.615,191.1,190,42.95,39.01,0
"2023-12-19 04:20:00",2190,0.1292025,"NAN","NAN","NAN","NAN","NAN",0.37,0.359,173.2,172.2,7.007,7.244,0
"2023-12-19 04:25:00",2191,0.1354486,"NAN","NAN","NAN","NAN","NAN",0.325,0.274,165.6,157.8,17.86,15.74,0
"2023-12-19 04:30:00",2192,0.1305256,"NAN","NAN","NAN","NAN","NAN",0.07,0.068,140.7,140.7,3.431,3.417,0
"2023-12-19 04:35:00",2193,0.135389,"NAN","NAN","NAN","NAN","NAN",0.123,0.12,139.6,139.4,4.576,4.529,0
"2023-12-19 04:40:00",2194,0.1284932,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 04:45:00",2195,0.1347334,"NAN","NAN","NAN","NAN","NAN",0.084,0.076,238.6,238.6,7.306,6.97,0
"2023-12-19 04:50:00",2196,0.1298938,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 04:55:00",2197,0.1329394,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 05:00:00",2198,0.1305733,"NAN","NAN","NAN","NAN","NAN",0.227,0.223,140.1,140.2,5.205,5.185,0
"2023-12-19 05:05:00",2199,0.1341434,"NAN","NAN","NAN","NAN","NAN",0.536,0.461,144,141.2,21.72,17.83,0
"2023-12-19 05:10:00",2200,0.1323851,"NAN","NAN","NAN","NAN","NAN",0.669,0.215,130.4,130.2,48.61,47.04,0
"2023-12-19 05:15:00",2201,0.1350851,"NAN","NAN","NAN","NAN","NAN",0.222,0.1,144.3,140.4,34.19,27.47,0
"2023-12-19 05:20:00",2202,0.1359314,"NAN","NAN","NAN","NAN","NAN",0.003,0.003,291.5,291.5,0.001,0.001,0
"2023-12-19 05:25:00",2203,0.1503786,"NAN","NAN","NAN","NAN","NAN",0.019,0.019,291.1,291.1,0.003,0,0
"2023-12-19 05:30:00",2204,0.1816452,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 05:35:00",2205,0.3597858,"NAN","NAN","NAN","NAN","NAN",0.431,0.415,309.1,309.1,10.7,9.78,0
"2023-12-19 05:40:00",2206,0.9739654,"NAN","NAN","NAN","NAN","NAN",0.019,0.019,260.2,260.2,0.537,0.537,0
"2023-12-19 05:45:00",2207,2.353716,"NAN","NAN","NAN","NAN","NAN",0.01,0.01,289.3,289.3,0.001,0,0
"2023-12-19 05:50:00",2208,3.342052,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 05:55:00",2209,4.18601,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 06:00:00",2210,6.391529,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 06:05:00",2211,9.139093,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 06:10:00",2212,20.12373,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 06:15:00",2213,36.84502,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 06:20:00",2214,31.49264,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 06:25:00",2215,36.39261,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 06:30:00",2216,38.37084,"NAN","NAN","NAN","NAN","NAN",0.43,0.326,152.9,145.1,28.18,21.34,0
"2023-12-19 06:35:00",2217,46.36717,"NAN","NAN","NAN","NAN","NAN",0.186,0.17,174.6,174.9,10.73,10.53,0
"2023-12-19 06:40:00",2218,40.36484,"NAN","NAN","NAN","NAN","NAN",0.361,0.222,172.3,172.5,31.81,28.89,0
"2023-12-19 06:45:00",2219,49.80306,"NAN","NAN","NAN","NAN","NAN",0.091,0.086,176,176.4,5.785,5.687,0
"2023-12-19 06:50:00",2220,60.04401,"NAN","NAN","NAN","NAN","NAN",0.141,0.119,132.5,133.7,12.76,10.99,0
"2023-12-19 06:55:00",2221,65.96427,"NAN","NAN","NAN","NAN","NAN",0.25,0.23,128.2,127.5,11.17,10.85,0
"2023-12-19 07:00:00",2222,66.8847,"NAN","NAN","NAN","NAN","NAN",0.207,0.153,138.2,137.1,21,17.03,0
"2023-12-19 07:05:00",2223,56.69997,"NAN","NAN","NAN","NAN","NAN",0.603,0.577,150.5,148.7,12.4,10.57,0
"2023-12-19 07:10:00",2224,57.36958,"NAN","NAN","NAN","NAN","NAN",0.697,0.618,137,135.3,22.36,19.77,0
"2023-12-19 07:15:00",2225,85.84843,"NAN","NAN","NAN","NAN","NAN",0.366,0.346,155.1,155,11.33,11.03,0
"2023-12-19 07:20:00",2226,143.4006,"NAN","NAN","NAN","NAN","NAN",0.737,0.609,162.2,162,30.53,27.46,0
"2023-12-19 07:25:00",2227,113.2839,"NAN","NAN","NAN","NAN","NAN",1.316,1.128,146.5,146,30.04,29.08,0
"2023-12-19 07:30:00",2228,91.15009,"NAN","NAN","NAN","NAN","NAN",0.505,0.458,145.6,144.3,15.39,15.42,0
"2023-12-19 07:35:00",2229,62.52928,"NAN","NAN","NAN","NAN","NAN",1.259,1.215,142,141,13.91,12.97,0
"2023-12-19 07:40:00",2230,74.66086,"NAN","NAN","NAN","NAN","NAN",0.33,0.195,154.1,150.5,33.56,27.29,0
"2023-12-19 07:45:00",2231,65.73687,"NAN","NAN","NAN","NAN","NAN",0.504,0.247,151.2,144.6,43.43,35.85,0
"2023-12-19 07:50:00",2232,78.8987,"NAN","NAN","NAN","NAN","NAN",1.024,0.903,157.8,156,26.75,24.64,0
"2023-12-19 07:55:00",2233,97.65173,"NAN","NAN","NAN","NAN","NAN",0.287,0.21,214.4,215.7,23.96,22.28,0
"2023-12-19 08:00:00",2234,77.42855,"NAN","NAN","NAN","NAN","NAN",0.897,0.566,192.9,186.9,46.59,41.19,0
"2023-12-19 08:05:00",2235,130.2695,"NAN","NAN","NAN","NAN","NAN",0.677,0.566,137.7,138.4,27.06,24.02,0
"2023-12-19 08:10:00",2236,249.0631,"NAN","NAN","NAN","NAN","NAN",0.891,0.876,140.8,139.8,8.5,7.81,0
"2023-12-19 08:15:00",2237,446.049,"NAN","NAN","NAN","NAN","NAN",1.397,1.06,161.4,155,46.01,35.21,0
"2023-12-19 08:20:00",2238,458.3742,"NAN","NAN","NAN","NAN","NAN",0.035,0.035,254.7,254.7,0.983,0.982,0
"2023-12-19 08:25:00",2239,485.5663,"NAN","NAN","NAN","NAN","NAN",0.265,0.247,292.8,292.6,11.22,10.89,0
"2023-12-19 08:30:00",2240,390.5418,"NAN","NAN","NAN","NAN","NAN",0.438,0.081,275.8,269.8,52.18,44.09,0
"2023-12-19 08:35:00",2241,371.8833,"NAN","NAN","NAN","NAN","NAN",0,0,0,0,0,0,0
"2023-12-19 08:40:00",2242,129.9043,"NAN","NAN","NAN","NAN","NAN",0.016,0.016,145.4,145.4,0.004,0.004,0
"2023-12-19 08:45:00",2243,326.4489,"NAN","NAN","NAN","NAN","NAN",0.133,0.133,143.2,143.2,0.605,0.605,0
"2023-12-19 08:50:00",2244,227.5807,"NAN","NAN","NAN","NAN","NAN",0.184,0.182,156.8,156.7,3.369,3.308,0
"2023-12-19 08:55:00",2245,509.1796,"NAN","NAN","NAN","NAN","NAN",0.238,0.201,178.9,177.9,16.37,15.2,0
"2023-12-19 09:00:00",2246,619.9257,"NAN","NAN","NAN","NAN","NAN",0.146,0.086,290.2,292.2,22.97,19.42,0
"2023-12-19 09:05:00",2247,301.1563,"NAN","NAN","NAN","NAN","NAN",0.839,0.729,294.2,295.4,26.16,24.63,0
"2023-12-19 09:10:00",2248,417.4048,"NAN","NAN","NAN","NAN","NAN",0.588,0.162,231.4,261.5,60.64,47.77,0
"2023-12-19 09:15:00",2249,566.8408,"NAN","NAN","NAN","NAN","NAN",0.767,0.586,313.4,316.6,32.42,27.69,0
"2023-12-19 09:20:00",2250,607.0248,"NAN","NAN","NAN","NAN","NAN",0.092,0.039,333.3,333.3,22.39,19.04,0
"2023-12-19 09:25:00",2251,514.4643,"NAN","NAN","NAN","NAN","NAN",0.474,0.414,300,302.3,19.13,18.49,0
"2023-12-19 09:30:00",2252,469.7319,"NAN","NAN","NAN","NAN","NAN",0.441,0.397,325.6,325.8,17.65,16.39,0
"2023-12-19 09:35:00",2253,459.9612,"NAN","NAN","NAN","NAN","NAN",0.133,0.113,291.4,291.4,12.02,11.61,0
"2023-12-19 09:40:00",2254,675.1851,"NAN","NAN","NAN","NAN","NAN",0.186,0.14,172.4,171.6,18.98,17.1,0
"2023-12-19 09:45:00",2255,640.7072,29.8,89.4,3.75,4.194,0.444,0.085,0.058,307.7,307.2,14.86,13.4,0
"2023-12-19 09:50:00",2256,591.6205,30.13,89.5,3.825,4.274,0.448,0.101,0.093,146.8,146.8,7.604,7.481,0
"2023-12-19 09:55:00",2257,505.1786,29.94,89.9,3.802,4.228,0.426,0.544,0.481,306.7,306.8,20.92,18.58,0
"2023-12-19 10:00:00",2258,868.3183,29.62,90,3.737,4.151,0.414,0.55,0.498,288,290,17.15,16.17,0
"2023-12-19 10:05:00",2259,807.6081,29.96,90,3.81,4.233,0.423,0.118,0.088,301.6,301.3,15.65,14.08,0
"2023-12-19 10:10:00",2260,892.9565,30.48,90,3.926,4.361,0.435,0.269,0.034,47.32,52.68,45.07,36.55,0
"2023-12-19 10:15:00",2261,890.5776,30.41,90.2,3.918,4.344,0.426,0.99,0.833,310,312.6,30.92,25.17,0
"2023-12-19 10:20:00",2262,904.6458,30.1,90.3,3.855,4.268,0.413,0.433,0.147,211.5,211.8,50.67,42.31,0
"2023-12-19 10:25:00",2263,968.1479,30.11,90.3,3.857,4.271,0.413,0.901,0.48,308,303.7,57.24,44.86,0
"2023-12-19 10:30:00",2264,653.8544,30.11,90.3,3.857,4.269,0.412,1.228,1.078,307.1,308.4,28.12,26.18,0
"2023-12-19 10:35:00",2265,1000.708,29.91,90.4,3.815,4.22,0.405,1.141,0.985,301.2,299.2,31.87,25.73,0
"2023-12-19 10:40:00",2266,902.942,30.13,90.4,3.864,4.274,0.41,0.263,0.179,291.3,292.4,25.08,21.93,0
"2023-12-19 10:45:00",2267,838.5878,30.31,90.3,3.897,4.318,0.421,1.143,1.02,317.9,316.5,24.92,23.6,0
"2023-12-19 10:50:00",2268,921.7413,30.11,90.4,3.859,4.271,0.412,0.442,0.387,301.5,300.8,19.52,16.74,0
"2023-12-19 10:55:00",2269,985.7997,30.39,90.2,3.916,4.339,0.424,0.494,0.272,151.7,154,35.23,32.4,0
"2023-12-19 11:00:00",2270,917.9859,30.21,90.1,3.87,4.295,0.425,1.069,0.997,308.4,308.1,20.3,18.88,0
